Filename,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId
00010_00008.ppm,33,35,5,6,28,29,1
00010_00009.ppm,35,35,6,6,30,30,1
00010_00010.ppm,35,34,6,5,30,29,1
00010_00011.ppm,36,36,6,6,31,31,1
00010_00012.ppm,37,36,6,5,32,31,1
00010_00013.ppm,37,38,5,6,32,33,1
00010_00014.ppm,37,37,5,5,32,32,1
00010_00015.ppm,37,37,5,5,32,32,1
00010_00016.ppm,39,38,6,5,34,33,1
00010_00017.ppm,40,39,6,5,35,34,1
00010_00018.ppm,41,40,6,5,36,35,1
00010_00019.ppm,42,42,6,6,37,37,1
00010_00020.ppm,44,44,6,6,39,39,1
00010_00021.ppm,45,46,5,6,40,41,1
00010_00022.ppm,48,48,6,6,43,43,1
00010_00023.ppm,50,50,6,6,45,45,1
00010_00024.ppm,52,52,6,6,47,47,1
00010_00025.ppm,54,53,6,5,49,48,1
00010_00026.ppm,55,56,5,6,50,51,1
00010_00027.ppm,57,58,5,6,52,53,1
00010_00028.ppm,60,59,6,5,55,54,1
00010_00029.ppm,62,63,5,6,57,58,1
00011_00000.ppm,31,30,6,5,26,25,1
00011_00001.ppm,31,30,6,5,26,25,1
00011_00002.ppm,32,30,6,5,27,25,1
00011_00003.ppm,33,31,6,5,28,26,1
00011_00004.ppm,34,31,6,5,29,26,1
00011_00005.ppm,35,32,6,5,30,27,1
00011_00006.ppm,37,36,6,5,32,31,1
00011_00007.ppm,37,37,6,6,32,32,1
00011_00008.ppm,37,38,5,6,32,33,1
00011_00009.ppm,38,38,5,5,33,33,1
00011_00010.ppm,40,42,5,6,35,37,1
00011_00011.ppm,41,41,6,5,36,36,1
00011_00012.ppm,42,43,6,6,37,38,1
00011_00013.ppm,44,43,6,5,39,38,1
00011_00014.ppm,44,44,6,6,39,39,1
00011_00015.ppm,45,44,6,5,40,39,1
00011_00016.ppm,46,46,6,6,41,41,1
00011_00017.ppm,46,46,5,5,41,41,1
00011_00018.ppm,49,48,6,5,44,43,1
00011_00019.ppm,51,51,6,6,46,46,1
00011_00020.ppm,52,53,5,6,47,48,1
00011_00021.ppm,57,58,5,6,52,53,1
00011_00022.ppm,61,60,6,5,56,55,1
00011_00023.ppm,67,68,6,7,61,62,1
00011_00024.ppm,71,70,7,6,65,64,1
00011_00025.ppm,74,73,7,6,68,67,1
00011_00026.ppm,81,82,7,8,74,75,1
00011_00027.ppm,85,85,8,8,78,78,1
00011_00028.ppm,95,94,9,8,87,86,1
00011_00029.ppm,106,107,9,10,97,98,1
00012_00000.ppm,30,31,5,6,25,26,1
00012_00001.ppm,31,31,5,5,26,26,1
00012_00002.ppm,32,31,6,5,27,26,1
00012_00003.ppm,31,31,5,5,26,26,1
00012_00004.ppm,33,33,6,6,28,28,1
00012_00005.ppm,32,32,5,5,27,27,1
00012_00006.ppm,34,33,6,5,29,28,1
00012_00007.ppm,34,34,6,6,29,29,1
00012_00008.ppm,35,34,6,5,30,29,1
00012_00009.ppm,36,36,6,6,31,31,1
00012_00010.ppm,36,36,5,5,31,31,1
00012_00011.ppm,36,36,5,5,31,31,1
00012_00012.ppm,37,38,5,6,32,33,1
00012_00013.ppm,38,38,5,5,33,33,1
00012_00014.ppm,39,39,6,6,34,34,1
00012_00015.ppm,39,39,6,6,34,34,1
00012_00016.ppm,40,40,6,6,35,35,1
00012_00017.ppm,41,41,6,6,36,36,1
00012_00018.ppm,42,42,6,6,37,37,1
00012_00019.ppm,41,42,5,6,36,37,1
00012_00020.ppm,43,43,5,5,38,38,1
00012_00021.ppm,43,44,5,6,38,39,1
00012_00022.ppm,44,44,5,5,39,39,1
00012_00023.ppm,46,47,5,6,41,42,1
00012_00024.ppm,47,47,5,5,42,42,1
00012_00025.ppm,49,48,6,5,44,43,1
00012_00026.ppm,51,50,6,5,46,45,1
00012_00027.ppm,52,51,6,5,47,46,1
00012_00028.ppm,52,53,5,6,47,48,1
00012_00029.ppm,54,54,5,5,49,49,1
00013_00000.ppm,35,35,6,6,30,30,1
00013_00001.ppm,35,35,5,5,30,30,1
00013_00002.ppm,36,37,5,6,31,32,1
00013_00003.ppm,36,36,5,5,31,31,1
00013_00004.ppm,38,38,6,6,33,33,1
00013_00005.ppm,38,38,5,5,33,33,1
00013_00006.ppm,39,39,6,6,34,34,1
00013_00007.ppm,38,38,5,5,33,33,1
00013_00008.ppm,39,39,6,6,34,34,1
00013_00009.ppm,40,40,6,6,35,35,1
00013_00010.ppm,40,39,6,5,35,34,1
00013_00011.ppm,41,41,5,5,36,36,1
00013_00012.ppm,44,43,6,5,39,38,1
00013_00013.ppm,44,45,5,6,39,40,1
00013_00014.ppm,44,45,6,6,39,40,1
00013_00015.ppm,45,46,5,5,40,41,1
00013_00016.ppm,47,48,5,5,42,43,1
00013_00017.ppm,50,49,6,5,45,44,1
00013_00018.ppm,52,51,6,5,47,46,1
00013_00019.ppm,57,57,6,6,52,52,1
00013_00020.ppm,58,59,5,6,53,54,1
00013_00021.ppm,60,62,5,6,55,57,1
00013_00022.ppm,62,62,5,5,57,57,1
00013_00023.ppm,68,67,7,6,62,61,1
00013_00024.ppm,72,75,7,7,66,69,1
00013_00025.ppm,75,80,7,8,69,73,1
00013_00026.ppm,81,84,8,8,74,77,1
00013_00027.ppm,94,97,9,8,86,89,1
00013_00028.ppm,99,107,8,10,91,98,1
00013_00029.ppm,110,119,9,11,101,109,1
00014_00000.ppm,28,28,5,5,23,23,1
00014_00001.ppm,29,30,5,6,24,25,1
00014_00002.ppm,30,30,5,5,25,25,1
00014_00003.ppm,31,31,5,5,26,26,1
00014_00004.ppm,32,32,5,5,27,27,1
00014_00005.ppm,34,34,6,6,29,29,1
00014_00006.ppm,33,34,5,6,28,29,1
00014_00007.ppm,35,35,6,6,30,30,1
00014_00008.ppm,34,34,5,5,29,29,1
00014_00009.ppm,36,36,6,6,31,31,1
00014_00010.ppm,37,37,6,6,32,32,1
00014_00011.ppm,37,37,5,5,32,32,1
00014_00012.ppm,39,39,6,6,34,34,1
00014_00013.ppm,40,40,6,6,35,35,1
00014_00014.ppm,40,39,6,5,35,34,1
00014_00015.ppm,40,40,5,5,35,35,1
00014_00016.ppm,42,43,5,6,37,38,1
00014_00017.ppm,41,42,5,6,36,37,1
00014_00018.ppm,43,42,6,5,38,37,1
00014_00019.ppm,44,44,5,5,39,39,1
00014_00020.ppm,46,47,5,6,41,42,1
00014_00021.ppm,50,50,5,5,45,45,1
00014_00022.ppm,52,53,5,6,47,48,1
00014_00023.ppm,54,54,5,5,49,49,1
00014_00024.ppm,57,57,6,6,52,52,1
00014_00025.ppm,59,58,6,5,54,53,1
00014_00026.ppm,60,60,5,5,55,55,1
00014_00027.ppm,64,65,5,6,59,60,1
00014_00028.ppm,72,71,7,6,66,65,1
00014_00029.ppm,74,74,6,6,68,68,1
00015_00000.ppm,27,28,5,6,22,23,1
00015_00001.ppm,29,28,6,5,23,22,1
00015_00002.ppm,29,28,6,5,24,23,1
00015_00003.ppm,29,29,6,6,24,24,1
00015_00004.ppm,29,29,5,5,24,24,1
00015_00005.ppm,31,30,6,5,26,25,1
00015_00006.ppm,30,31,6,6,25,26,1
00015_00007.ppm,32,33,6,6,27,28,1
00015_00008.ppm,34,34,6,5,29,29,1
00015_00009.ppm,34,35,5,5,29,30,1
00015_00010.ppm,35,36,6,6,30,31,1
00015_00011.ppm,37,36,6,5,32,31,1
00015_00012.ppm,37,37,6,6,32,32,1
00015_00013.ppm,38,37,6,5,33,32,1
00015_00014.ppm,38,39,5,6,33,34,1
00015_00015.ppm,42,41,6,5,37,36,1
00015_00016.ppm,44,44,6,6,39,39,1
00015_00017.ppm,43,43,6,6,38,38,1
00015_00018.ppm,47,47,6,6,42,42,1
00015_00019.ppm,48,49,5,6,43,44,1
00015_00020.ppm,53,53,6,6,48,48,1
00015_00021.ppm,54,54,5,5,49,49,1
00015_00022.ppm,59,58,6,5,54,53,1
00015_00023.ppm,61,60,6,5,56,55,1
00015_00024.ppm,68,69,6,7,62,63,1
00015_00025.ppm,71,72,6,7,65,66,1
00015_00026.ppm,80,80,7,7,73,73,1
00015_00027.ppm,86,87,7,8,79,80,1
00015_00028.ppm,104,107,9,9,95,98,1
00015_00029.ppm,118,121,11,11,108,111,1
00016_00000.ppm,29,29,5,5,24,24,1
00016_00001.ppm,30,30,6,5,25,24,1
00016_00002.ppm,29,31,5,6,24,25,1
00016_00003.ppm,31,30,6,5,26,25,1
00016_00004.ppm,31,31,5,5,25,25,1
00016_00005.ppm,31,32,5,6,26,27,1
00016_00006.ppm,32,32,5,5,27,27,1
00016_00007.ppm,33,33,5,5,28,28,1
00016_00008.ppm,34,34,6,6,29,29,1
00016_00009.ppm,34,33,6,5,29,28,1
00016_00010.ppm,34,35,5,6,29,30,1
00016_00011.ppm,35,35,5,5,30,30,1
00016_00012.ppm,36,37,5,6,31,32,1
00016_00013.ppm,37,36,6,5,32,31,1
00016_00014.ppm,37,37,5,5,32,32,1
00016_00015.ppm,38,38,5,5,33,33,1
00016_00016.ppm,40,39,6,5,35,34,1
00016_00017.ppm,40,40,5,5,35,35,1
00016_00018.ppm,41,41,6,6,36,36,1
00016_00019.ppm,41,40,6,5,36,35,1
00016_00020.ppm,42,43,5,6,37,38,1
00016_00021.ppm,45,44,6,5,40,39,1
00016_00022.ppm,44,45,5,6,39,40,1
00016_00023.ppm,47,46,6,5,42,41,1
00016_00024.ppm,48,49,5,6,43,44,1
00016_00025.ppm,50,50,6,6,45,45,1
00016_00026.ppm,51,52,5,6,46,47,1
00016_00027.ppm,54,53,6,5,49,48,1
00016_00028.ppm,56,55,6,5,51,50,1
00016_00029.ppm,57,60,5,6,52,55,1
00017_00000.ppm,29,29,6,6,24,24,1
00017_00001.ppm,28,29,5,6,23,24,1
00017_00002.ppm,29,29,6,5,24,23,1
00017_00003.ppm,29,29,5,5,24,24,1
00017_00004.ppm,32,32,6,6,27,27,1
00017_00005.ppm,32,32,6,6,27,27,1
00017_00006.ppm,31,32,5,6,26,27,1
00017_00007.ppm,32,33,5,6,27,28,1
00017_00008.ppm,33,32,6,5,28,27,1
00017_00009.ppm,34,34,5,5,29,29,1
00017_00010.ppm,34,35,5,6,29,30,1
00017_00011.ppm,36,35,6,5,31,30,1
00017_00012.ppm,36,36,5,5,31,31,1
00017_00013.ppm,38,38,6,6,33,33,1
00017_00014.ppm,38,37,6,5,33,32,1
00017_00015.ppm,39,39,5,5,34,34,1
00017_00016.ppm,41,41,6,6,36,36,1
00017_00017.ppm,40,41,5,6,35,36,1
00017_00018.ppm,40,40,5,5,35,35,1
00017_00019.ppm,41,41,6,6,36,36,1
00017_00020.ppm,42,42,5,5,37,37,1
00017_00021.ppm,45,45,6,6,40,40,1
00017_00022.ppm,46,45,6,5,41,40,1
00017_00023.ppm,46,46,5,5,41,41,1
00017_00024.ppm,49,48,6,5,44,43,1
00017_00025.ppm,52,52,6,6,47,47,1
00017_00026.ppm,54,54,6,6,49,49,1
00017_00027.ppm,55,56,5,5,50,51,1
00017_00028.ppm,58,59,5,5,53,54,1
00017_00029.ppm,62,62,6,5,57,57,1
00018_00000.ppm,30,31,5,6,25,26,1
00018_00001.ppm,32,31,6,5,27,26,1
00018_00002.ppm,32,32,5,5,27,27,1
00018_00003.ppm,34,34,6,6,29,29,1
00018_00004.ppm,35,35,6,6,30,30,1
00018_00005.ppm,34,34,5,5,29,29,1
00018_00006.ppm,35,35,6,6,30,30,1
00018_00007.ppm,35,35,6,6,30,30,1
00018_00008.ppm,35,35,6,6,30,30,1
00018_00009.ppm,35,34,6,5,30,29,1
00018_00010.ppm,37,36,6,5,32,31,1
00018_00011.ppm,38,37,6,5,33,32,1
00018_00012.ppm,39,38,6,5,34,33,1
00018_00013.ppm,40,41,5,6,35,36,1
00018_00014.ppm,42,41,6,5,37,36,1
00018_00015.ppm,44,45,5,6,39,40,1
00018_00016.ppm,46,46,5,5,41,41,1
00018_00017.ppm,48,47,6,5,43,42,1
00018_00018.ppm,50,49,6,5,45,44,1
00018_00019.ppm,51,50,6,5,46,45,1
00018_00020.ppm,52,51,6,5,47,46,1
00018_00021.ppm,54,54,5,5,49,49,1
00018_00022.ppm,58,58,5,5,53,53,1
00018_00023.ppm,61,62,5,6,56,57,1
00018_00024.ppm,68,67,7,6,62,61,1
00018_00025.ppm,71,72,6,7,65,66,1
00018_00026.ppm,75,76,6,7,69,70,1
00018_00027.ppm,84,84,8,8,77,77,1
00018_00028.ppm,87,91,7,8,80,83,1
00018_00029.ppm,101,104,9,9,93,95,1
00019_00000.ppm,30,30,6,6,25,25,1
00019_00001.ppm,29,30,5,6,24,25,1
00019_00002.ppm,31,30,6,5,26,25,1
00019_00003.ppm,31,31,5,5,26,26,1
00019_00004.ppm,32,32,5,5,27,27,1
00019_00005.ppm,33,34,5,6,28,29,1
00019_00006.ppm,34,34,5,5,29,29,1
00019_00007.ppm,36,36,5,5,31,31,1
00019_00008.ppm,36,36,5,5,31,31,1
00019_00009.ppm,38,38,6,6,33,33,1
00019_00010.ppm,38,38,5,5,33,33,1
00019_00011.ppm,40,40,6,6,35,35,1
00019_00012.ppm,41,40,6,5,36,35,1
00019_00013.ppm,42,42,5,5,37,37,1
00019_00014.ppm,42,43,5,6,37,38,1
00019_00015.ppm,45,45,5,5,40,40,1
00019_00016.ppm,46,46,6,6,41,41,1
00019_00017.ppm,48,48,5,5,43,43,1
00019_00018.ppm,51,53,5,6,46,48,1
00019_00019.ppm,53,53,5,5,48,48,1
00019_00020.ppm,55,55,5,5,50,50,1
00019_00021.ppm,60,59,6,5,55,54,1
00019_00022.ppm,61,60,6,5,56,55,1
00019_00023.ppm,62,62,5,5,57,57,1
00019_00024.ppm,71,72,7,7,65,66,1
00019_00025.ppm,74,76,6,7,68,70,1
00019_00026.ppm,85,84,8,7,78,77,1
00019_00027.ppm,93,92,8,9,85,84,1
00019_00028.ppm,104,98,10,9,95,90,1
00019_00029.ppm,124,121,10,11,114,111,1
00020_00000.ppm,28,28,5,6,23,23,1
00020_00001.ppm,30,27,6,5,24,22,1
00020_00002.ppm,30,27,5,5,24,22,1
00020_00003.ppm,32,29,6,6,26,23,1
00020_00004.ppm,32,28,6,6,27,23,1
00020_00005.ppm,31,28,6,6,26,23,1
00020_00006.ppm,31,28,6,6,26,23,1
00020_00007.ppm,31,30,6,6,26,24,1
00020_00008.ppm,32,30,6,5,27,24,1
00020_00009.ppm,33,31,6,6,28,26,1
00020_00010.ppm,33,32,6,6,28,27,1
00020_00011.ppm,33,31,6,5,28,26,1
00020_00012.ppm,33,32,6,6,28,27,1
00020_00013.ppm,32,31,5,5,26,25,1
00020_00014.ppm,31,29,5,5,26,24,1
00020_00015.ppm,32,32,6,6,27,27,1
00020_00016.ppm,33,34,5,6,28,29,1
00020_00017.ppm,37,36,6,6,32,31,1
00020_00018.ppm,38,39,5,6,33,34,1
00020_00019.ppm,39,39,5,5,34,34,1
00020_00020.ppm,40,40,5,5,35,35,1
00020_00021.ppm,41,41,6,6,36,36,1
00020_00022.ppm,43,42,6,5,38,37,1
00020_00023.ppm,46,45,6,5,41,40,1
00020_00024.ppm,47,46,6,5,42,41,1
00020_00025.ppm,47,48,5,6,42,43,1
00020_00026.ppm,50,50,5,5,45,45,1
00020_00027.ppm,52,52,5,5,47,47,1
00020_00028.ppm,54,55,5,6,49,50,1
00020_00029.ppm,57,56,6,5,52,51,1
00021_00000.ppm,33,32,6,5,28,27,1
00021_00001.ppm,33,34,5,6,28,29,1
00021_00002.ppm,36,35,6,6,31,30,1
00021_00003.ppm,36,34,6,5,31,29,1
00021_00004.ppm,37,34,6,5,32,29,1
00021_00005.ppm,36,36,5,6,31,31,1
00021_00006.ppm,38,37,5,6,33,32,1
00021_00007.ppm,40,36,6,5,35,31,1
00021_00008.ppm,39,38,5,6,34,33,1
00021_00009.ppm,40,38,6,5,35,33,1
00021_00010.ppm,39,39,5,5,34,34,1
00021_00011.ppm,40,40,5,5,35,35,1
00021_00012.ppm,43,42,6,5,38,37,1
00021_00013.ppm,45,44,6,5,40,39,1
00021_00014.ppm,45,45,5,5,40,40,1
00021_00015.ppm,47,47,5,5,42,42,1
00021_00016.ppm,50,49,6,5,45,44,1
00021_00017.ppm,50,51,5,6,45,46,1
00021_00018.ppm,52,52,5,5,47,47,1
00021_00019.ppm,54,54,5,5,49,49,1
00021_00020.ppm,56,56,5,5,51,51,1
00021_00021.ppm,58,59,5,6,53,54,1
00021_00022.ppm,65,64,6,5,60,59,1
00021_00023.ppm,70,70,7,7,64,64,1
00021_00024.ppm,75,75,7,7,69,69,1
00021_00025.ppm,83,82,8,7,76,75,1
00021_00026.ppm,87,87,8,8,80,80,1
00021_00027.ppm,96,97,8,9,88,89,1
00021_00028.ppm,112,112,10,10,103,103,1
00021_00029.ppm,121,120,10,10,111,110,1
00022_00000.ppm,33,35,6,6,28,30,1
00022_00001.ppm,34,37,5,5,29,32,1
00022_00002.ppm,37,38,6,5,32,33,1
00022_00003.ppm,38,40,5,6,33,35,1
00022_00004.ppm,38,39,6,5,33,34,1
00022_00005.ppm,38,39,5,5,33,34,1
00022_00006.ppm,40,41,5,6,35,36,1
00022_00007.ppm,41,41,5,5,36,36,1
00022_00008.ppm,41,42,6,5,36,37,1
00022_00009.ppm,42,42,5,6,37,37,1
00022_00010.ppm,42,44,5,6,37,39,1
00022_00011.ppm,42,42,5,5,37,37,1
00022_00012.ppm,44,45,6,6,39,40,1
00022_00013.ppm,43,45,5,5,38,40,1
00022_00014.ppm,44,45,5,5,39,40,1
00022_00015.ppm,45,46,5,5,40,41,1
00022_00016.ppm,46,47,5,5,41,42,1
00022_00017.ppm,46,47,5,5,41,42,1
00022_00018.ppm,47,48,5,5,42,43,1
00022_00019.ppm,49,50,6,6,44,45,1
00022_00020.ppm,49,50,5,5,44,45,1
00022_00021.ppm,50,51,5,5,45,46,1
00022_00022.ppm,51,53,5,6,46,48,1
00022_00023.ppm,54,52,6,5,49,47,1
00022_00024.ppm,53,55,5,6,48,50,1
00022_00025.ppm,54,55,5,5,49,50,1
00022_00026.ppm,55,57,5,5,50,52,1
00022_00027.ppm,59,59,6,6,54,54,1
00022_00028.ppm,62,60,6,5,57,55,1
00022_00029.ppm,64,62,6,6,59,57,1
00023_00000.ppm,33,33,6,5,28,28,1
00023_00001.ppm,34,35,6,6,29,30,1
00023_00002.ppm,34,35,6,6,29,30,1
00023_00003.ppm,36,36,6,5,31,31,1
00023_00004.ppm,37,37,6,5,32,32,1
00023_00005.ppm,37,38,6,6,32,33,1
00023_00006.ppm,36,37,6,6,31,32,1
00023_00007.ppm,38,39,6,6,33,34,1
00023_00008.ppm,38,39,6,6,33,34,1
00023_00009.ppm,36,37,5,6,31,32,1
00023_00010.ppm,38,37,6,5,33,32,1
00023_00011.ppm,39,37,5,5,34,32,1
00023_00012.ppm,41,40,6,6,36,35,1
00023_00013.ppm,39,38,6,5,34,33,1
00023_00014.ppm,40,39,6,5,35,34,1
00023_00015.ppm,42,42,6,6,37,37,1
00023_00016.ppm,41,42,5,6,36,37,1
00023_00017.ppm,42,42,6,6,37,37,1
00023_00018.ppm,41,43,5,6,36,38,1
00023_00019.ppm,44,45,6,6,39,40,1
00023_00020.ppm,43,45,5,5,38,40,1
00023_00021.ppm,44,46,5,5,39,41,1
00023_00022.ppm,46,46,6,5,41,41,1
00023_00023.ppm,48,48,6,5,43,43,1
00023_00024.ppm,49,52,5,6,44,47,1
00023_00025.ppm,50,51,5,6,45,46,1
00023_00026.ppm,49,51,5,6,44,46,1
00023_00027.ppm,54,55,5,5,49,50,1
00023_00028.ppm,56,56,6,5,51,51,1
00023_00029.ppm,57,59,5,6,52,54,1
00024_00000.ppm,28,29,5,6,23,24,1
00024_00001.ppm,30,30,6,6,25,25,1
00024_00002.ppm,30,30,5,5,25,25,1
00024_00003.ppm,30,30,5,5,25,25,1
00024_00004.ppm,30,30,5,5,25,25,1
00024_00005.ppm,31,32,6,6,26,27,1
00024_00006.ppm,31,33,5,6,26,28,1
00024_00007.ppm,32,32,6,5,27,27,1
00024_00008.ppm,33,33,6,5,28,28,1
00024_00009.ppm,32,34,5,6,27,29,1
00024_00010.ppm,32,34,5,6,27,29,1
00024_00011.ppm,35,36,6,6,30,31,1
00024_00012.ppm,35,36,5,5,30,31,1
00024_00013.ppm,35,38,5,6,30,33,1
00024_00014.ppm,37,38,5,6,32,33,1
00024_00015.ppm,39,41,5,6,34,36,1
00024_00016.ppm,40,41,5,5,35,36,1
00024_00017.ppm,43,43,6,6,38,38,1
00024_00018.ppm,44,45,5,6,39,40,1
00024_00019.ppm,47,49,5,6,42,44,1
00024_00020.ppm,48,48,6,5,43,43,1
00024_00021.ppm,51,53,5,6,46,48,1
00024_00022.ppm,55,57,6,6,50,52,1
00024_00023.ppm,59,62,6,6,54,57,1
00024_00024.ppm,61,62,5,5,56,57,1
00024_00025.ppm,73,73,7,6,67,67,1
00024_00026.ppm,85,86,8,8,78,79,1
00024_00027.ppm,94,95,8,8,86,87,1
00024_00028.ppm,110,113,9,10,101,104,1
00024_00029.ppm,129,132,11,11,118,121,1
00025_00000.ppm,28,29,6,5,23,24,1
00025_00001.ppm,28,29,5,6,23,24,1
00025_00002.ppm,30,29,6,5,25,24,1
00025_00003.ppm,30,30,6,5,25,25,1
00025_00004.ppm,31,32,6,6,26,27,1
00025_00005.ppm,31,31,6,5,26,26,1
00025_00006.ppm,29,30,5,5,24,25,1
00025_00007.ppm,32,34,6,6,27,29,1
00025_00008.ppm,33,34,6,6,28,29,1
00025_00009.ppm,34,34,6,5,29,29,1
00025_00010.ppm,34,35,6,6,29,30,1
00025_00011.ppm,35,38,5,6,30,33,1
00025_00012.ppm,35,38,5,6,30,33,1
00025_00013.ppm,37,38,6,5,32,33,1
00025_00014.ppm,37,39,6,6,32,34,1
00025_00015.ppm,39,41,6,6,34,36,1
00025_00016.ppm,39,41,6,6,34,36,1
00025_00017.ppm,40,41,6,5,35,36,1
00025_00018.ppm,42,43,6,5,37,38,1
00025_00019.ppm,43,45,6,6,38,40,1
00025_00020.ppm,46,47,6,5,41,42,1
00025_00021.ppm,46,48,5,5,41,43,1
00025_00022.ppm,49,49,6,5,44,44,1
00025_00023.ppm,51,53,6,6,46,48,1
00025_00024.ppm,52,53,5,5,47,48,1
00025_00025.ppm,58,58,6,5,53,53,1
00025_00026.ppm,59,60,6,5,54,55,1
00025_00027.ppm,64,68,5,6,59,62,1
00025_00028.ppm,73,74,7,6,67,68,1
00025_00029.ppm,82,82,8,7,75,75,1
00026_00000.ppm,26,27,6,6,21,21,1
00026_00001.ppm,27,27,6,6,22,22,1
00026_00002.ppm,27,28,5,6,22,23,1
00026_00003.ppm,30,31,5,6,25,26,1
00026_00004.ppm,30,29,6,5,25,24,1
00026_00005.ppm,31,31,6,6,26,26,1
00026_00006.ppm,30,30,6,6,25,25,1
00026_00007.ppm,30,31,5,6,25,26,1
00026_00008.ppm,29,29,5,5,24,24,1
00026_00009.ppm,30,31,5,6,25,26,1
00026_00010.ppm,33,32,6,5,28,27,1
00026_00011.ppm,34,34,6,6,29,29,1
00026_00012.ppm,34,33,6,5,29,28,1
00026_00013.ppm,33,33,5,5,28,28,1
00026_00014.ppm,33,34,5,6,28,29,1
00026_00015.ppm,35,34,6,5,30,29,1
00026_00016.ppm,36,36,6,6,31,31,1
00026_00017.ppm,37,37,5,5,32,32,1
00026_00018.ppm,38,37,6,5,33,32,1
00026_00019.ppm,38,39,5,6,33,34,1
00026_00020.ppm,39,39,5,5,34,34,1
00026_00021.ppm,41,40,6,5,36,35,1
00026_00022.ppm,42,42,6,6,37,37,1
00026_00023.ppm,42,43,5,6,37,38,1
00026_00024.ppm,44,45,5,6,39,40,1
00026_00025.ppm,47,47,6,6,42,42,1
00026_00026.ppm,48,48,6,6,43,43,1
00026_00027.ppm,50,49,6,5,45,44,1
00026_00028.ppm,51,50,6,5,46,45,1
00026_00029.ppm,54,54,5,5,49,49,1
00027_00000.ppm,26,30,5,5,21,25,1
00027_00001.ppm,28,30,6,5,23,25,1
00027_00002.ppm,27,31,5,6,22,26,1
00027_00003.ppm,29,33,5,6,24,28,1
00027_00004.ppm,29,33,5,6,24,28,1
00027_00005.ppm,29,32,5,6,24,27,1
00027_00006.ppm,30,32,6,6,25,27,1
00027_00007.ppm,31,33,6,6,26,28,1
00027_00008.ppm,31,32,6,5,26,27,1
00027_00009.ppm,33,34,6,5,28,29,1
00027_00010.ppm,34,35,6,5,29,30,1
00027_00011.ppm,36,37,6,5,31,32,1
00027_00012.ppm,37,39,5,5,32,34,1
00027_00013.ppm,38,39,6,5,33,34,1
00027_00014.ppm,39,41,6,6,34,36,1
00027_00015.ppm,40,42,6,5,35,37,1
00027_00016.ppm,42,46,5,5,37,41,1
00027_00017.ppm,44,47,6,6,39,42,1
00027_00018.ppm,46,48,6,5,41,43,1
00027_00019.ppm,48,50,6,5,43,45,1
00027_00020.ppm,48,50,5,6,43,45,1
00027_00021.ppm,50,51,5,5,45,46,1
00027_00022.ppm,55,55,6,5,50,50,1
00027_00023.ppm,57,58,6,6,52,53,1
00027_00024.ppm,65,64,6,5,60,59,1
00027_00025.ppm,69,70,6,7,63,64,1
00027_00026.ppm,84,85,8,7,77,78,1
00027_00027.ppm,86,88,8,8,79,81,1
00027_00028.ppm,108,110,9,10,99,101,1
00027_00029.ppm,118,118,10,10,108,108,1
00028_00000.ppm,29,30,5,6,24,25,1
00028_00001.ppm,29,29,5,5,24,24,1
00028_00002.ppm,30,30,6,6,25,25,1
00028_00003.ppm,29,30,5,6,24,25,1
00028_00004.ppm,30,30,5,5,25,25,1
00028_00005.ppm,30,31,5,6,25,26,1
00028_00006.ppm,34,34,6,6,29,29,1
00028_00007.ppm,35,35,6,6,30,30,1
00028_00008.ppm,34,35,5,6,29,30,1
00028_00009.ppm,36,37,5,6,31,32,1
00028_00010.ppm,37,36,6,5,32,31,1
00028_00011.ppm,38,38,6,6,33,33,1
00028_00012.ppm,33,33,5,5,28,28,1
00028_00013.ppm,35,35,5,5,30,30,1
00028_00014.ppm,36,37,5,6,31,32,1
00028_00015.ppm,38,38,6,6,33,33,1
00028_00016.ppm,39,40,5,6,34,35,1
00028_00017.ppm,38,39,5,6,33,34,1
00028_00018.ppm,40,40,6,6,35,35,1
00028_00019.ppm,40,40,6,6,35,35,1
00028_00020.ppm,42,42,6,6,37,37,1
00028_00021.ppm,45,46,5,6,40,41,1
00028_00022.ppm,48,48,6,6,43,43,1
00028_00023.ppm,48,47,6,5,43,42,1
00028_00024.ppm,52,51,6,5,47,46,1
00028_00025.ppm,55,55,6,6,50,50,1
00028_00026.ppm,57,56,6,5,52,51,1
00028_00027.ppm,61,60,6,5,56,55,1
00028_00028.ppm,63,65,6,6,58,60,1
00028_00029.ppm,74,73,7,6,68,67,1
00029_00000.ppm,28,28,5,5,23,23,1
00029_00001.ppm,29,30,5,6,24,25,1
00029_00002.ppm,30,30,6,6,25,25,1
00029_00003.ppm,29,30,5,6,24,25,1
00029_00004.ppm,31,31,6,6,26,26,1
00029_00005.ppm,31,30,6,5,26,25,1
00029_00006.ppm,31,30,6,5,26,25,1
00029_00007.ppm,31,30,6,5,26,25,1
00029_00008.ppm,32,32,6,6,27,27,1
00029_00009.ppm,33,32,6,5,28,27,1
00029_00010.ppm,34,33,6,5,29,28,1
00029_00011.ppm,33,34,6,6,28,29,1
00029_00012.ppm,33,35,5,6,28,30,1
00029_00013.ppm,35,36,6,6,30,31,1
00029_00014.ppm,34,35,5,5,29,30,1
00029_00015.ppm,36,36,6,5,31,31,1
00029_00016.ppm,37,37,6,5,32,32,1
00029_00017.ppm,38,39,6,6,33,34,1
00029_00018.ppm,38,40,5,6,33,35,1
